LogID,UserID,ActivityType,CaloriesBurned,DateOfActivity,DistanceTraveled,Duration
AL2871,U1148,Cycling,451,2024-10-30,16.76,104
AL2872,U1412,Running,193,2024-10-09,2.08,51
AL2873,U2549,Weightlifting,143,2024-05-08,8.38,61
AL2874,U1149,Running,687,2024-05-23,18.95,98
AL2875,U556,Running,467,2024-10-06,1.35,69
AL2876,U707,Weightlifting,701,2024-01-09,10.61,118
AL2877,U2668,Running,425,2024-08-18,8.05,45
AL2878,U307,Weightlifting,459,2024-07-14,9.7,42
AL2879,U2839,Running,251,2024-04-23,4.8,70
AL2880,U1035,Cycling,577,2024-10-27,5.89,45
AL2881,U2605,Running,767,2024-01-03,15.93,56
AL2882,U571,Weightlifting,487,2024-11-10,13.75,43
AL2883,U2797,Running,286,2024-07-26,18.42,20
AL2884,U1336,Cycling,538,2024-06-08,11.27,25
AL2885,U1844,Running,327,2024-08-12,7.7,77
AL2886,U973,Cycling,620,2024-10-02,11.61,25
AL2887,U1183,Running,281,2024-01-17,10.49,100
AL2888,U797,Weightlifting,771,2024-09-08,19.04,88
AL2889,U1220,Running,183,2024-08-27,8.83,26
AL2890,U433,Cycling,51,2024-04-02,11.37,21
AL2891,U492,Cycling,50,2024-08-13,11.36,30
AL2892,U1905,Cycling,647,2024-04-02,8.03,71
AL2893,U319,Cycling,152,2024-05-16,3.46,25
AL2894,U1402,Weightlifting,604,2024-05-26,16.55,101
AL2895,U1171,Weightlifting,181,2024-03-21,12.19,42
AL2896,U501,Cycling,477,2024-05-18,1.28,30
AL2897,U1265,Weightlifting,451,2024-09-16,11.08,118
AL2898,U2203,Running,165,2024-05-02,14.48,91
AL2899,U1533,Cycling,222,2024-07-18,5.94,17
AL2900,U2423,Running,664,2024-07-14,12.45,108
AL2901,U1805,Cycling,626,2024-01-06,13.52,24
AL2902,U112,Running,346,2024-04-14,10.96,83
AL2903,U559,Cycling,521,2024-11-24,16.42,32
AL2904,U57,Running,235,2024-03-28,18.69,99
AL2905,U937,Running,360,2024-01-10,1.48,108
AL2906,U1475,Cycling,739,2024-05-10,13.29,79
AL2907,U2614,Weightlifting,253,2024-08-24,6.08,118
AL2908,U136,Cycling,562,2024-03-04,4.63,36
AL2909,U274,Running,590,2024-11-06,8.43,81
AL2910,U2798,Cycling,140,2024-10-02,1.22,106
AL2911,U1813,Cycling,728,2024-08-18,17.59,61
AL2912,U115,Running,240,2024-04-24,10.62,48
AL2913,U966,Cycling,444,2024-06-15,13.96,105
AL2914,U75,Running,368,2024-04-22,0.87,101
AL2915,U1604,Weightlifting,755,2024-01-24,10.65,66
AL2916,U2302,Running,770,2024-10-17,11.18,83
AL2917,U2037,Weightlifting,734,2024-02-01,12.54,18
AL2918,U1095,Cycling,471,2024-06-28,3.45,46
AL2919,U1511,Cycling,198,2024-07-29,3.63,29
AL2920,U1573,Cycling,180,2024-05-10,6.33,113
AL2921,U1972,Cycling,606,2024-06-13,8.39,86
AL2922,U708,Running,450,2024-10-17,10.73,113
AL2923,U1942,Weightlifting,607,2024-05-10,7.98,13
AL2924,U2547,Weightlifting,224,2024-10-24,7.17,36
AL2925,U1038,Running,407,2024-04-06,17.85,42
AL2926,U2178,Running,368,2024-05-16,2.54,28
AL2927,U1800,Cycling,503,2024-04-15,5.03,22
AL2928,U2844,Weightlifting,756,2024-05-25,5.88,20
AL2929,U2334,Cycling,375,2024-09-24,17.44,51
AL2930,U2749,Cycling,348,2024-07-02,8.99,72
AL2931,U820,Cycling,345,2024-07-29,16.96,67
AL2932,U351,Cycling,388,2024-11-12,15.28,62
AL2933,U1617,Running,595,2024-11-15,15.26,27
AL2934,U76,Cycling,359,2024-08-09,15.65,95
AL2935,U2562,Cycling,61,2024-01-14,17.76,116
AL2936,U120,Cycling,748,2024-01-22,12.97,21
AL2937,U797,Cycling,528,2024-06-22,8.11,51
AL2938,U1021,Running,386,2024-08-18,7.69,32
AL2939,U936,Weightlifting,780,2024-08-20,15.57,108
AL2940,U1221,Running,610,2024-05-04,1.22,78
AL2941,U160,Cycling,276,2024-09-07,12.39,106
AL2942,U2679,Running,389,2024-03-26,15.71,14
AL2943,U2517,Cycling,95,2024-01-15,17.81,57
AL2944,U955,Running,423,2024-04-09,8.32,103
AL2945,U2597,Running,767,2024-09-10,6.59,115
AL2946,U390,Weightlifting,482,2024-03-27,3.85,14
AL2947,U1164,Cycling,413,2024-03-21,16.84,92
AL2948,U2206,Cycling,493,2024-09-19,11.96,101
AL2949,U1091,Weightlifting,496,2024-03-01,19.62,44
AL2950,U1571,Running,371,2024-02-07,18.26,95
AL2951,U2327,Weightlifting,790,2024-11-13,1.02,102
AL2952,U1354,Weightlifting,94,2024-10-17,4.78,28
AL2953,U581,Weightlifting,637,2024-01-06,16.79,28
AL2954,U644,Cycling,304,2024-09-15,6.55,90
AL2955,U1342,Running,331,2024-02-04,13.49,60
AL2956,U2707,Weightlifting,593,2024-10-03,11.7,113
AL2957,U2224,Weightlifting,57,2024-06-28,15.12,116
AL2958,U2848,Running,427,2024-02-28,2.61,90
AL2959,U2640,Running,568,2024-07-06,2.8,79
AL2960,U1452,Weightlifting,81,2024-02-03,8.61,90
AL2961,U985,Weightlifting,403,2024-09-10,12.78,112
AL2962,U136,Running,662,2024-02-20,10.65,13
AL2963,U2862,Cycling,513,2024-04-27,3.43,25
AL2964,U2911,Cycling,398,2024-07-12,16.97,20
AL2965,U984,Running,86,2024-07-19,2.08,17
AL2966,U1751,Cycling,208,2024-08-19,2.54,112
AL2967,U755,Cycling,574,2024-09-25,17.71,119
AL2968,U2709,Weightlifting,467,2024-03-26,15,99
AL2969,U2616,Weightlifting,147,2024-09-14,14.04,39
AL2970,U2937,Cycling,258,2024-08-28,11.23,85
AL2971,U1866,Cycling,462,2024-09-15,9.53,36
AL2972,U2381,Weightlifting,644,2024-11-04,10.35,23
AL2973,U1427,Cycling,70,2024-11-13,11.21,109
AL2974,U2461,Running,589,2024-10-03,3.3,79
AL2975,U1410,Cycling,563,2024-01-20,6.38,104
AL2976,U1268,Weightlifting,347,2024-01-19,1.75,109
AL2977,U2200,Running,245,2024-04-11,10.25,74
AL2978,U1604,Weightlifting,108,2024-10-28,7.08,33
AL2979,U1877,Weightlifting,72,2024-02-28,4.48,43
AL2980,U1373,Running,278,2024-02-16,18.59,19
AL2981,U125,Weightlifting,554,2024-05-24,12.93,97
AL2982,U182,Weightlifting,742,2024-02-01,9.57,98
AL2983,U2423,Weightlifting,62,2024-05-30,14.18,56
AL2984,U1319,Running,751,2024-06-05,15.24,38
AL2985,U602,Cycling,748,2024-09-15,13.1,13
AL2986,U1605,Weightlifting,128,2024-11-15,15.08,47
AL2987,U2233,Weightlifting,493,2024-06-30,9.77,72
AL2988,U145,Cycling,344,2024-10-07,8.61,94
AL2989,U1634,Running,480,2024-04-24,7.45,71
AL2990,U1440,Weightlifting,347,2024-02-14,8.12,66
AL2991,U846,Cycling,446,2024-07-15,8.27,89
AL2992,U756,Weightlifting,679,2024-08-31,0.96,15
AL2993,U2633,Cycling,581,2024-11-06,6.15,56
AL2994,U1664,Running,340,2024-08-30,11.95,37
AL2995,U1703,Weightlifting,228,2024-07-30,14.94,39
AL2996,U2520,Running,169,2024-02-25,9.09,93
AL2997,U1060,Cycling,521,2024-07-15,5.76,18
AL2998,U208,Cycling,173,2024-05-10,7.73,99
AL2999,U2650,Running,76,2024-08-14,18.5,97
AL3000,U1569,Cycling,229,2024-09-08,19.91,18
AL3001,U2454,Weightlifting,498,2024-11-01,1.66,104
AL3002,U2648,Running,688,2024-09-05,4.12,39
AL3003,U798,Weightlifting,372,2024-10-09,11.45,90
AL3004,U901,Running,126,2024-09-12,9.27,116
AL3005,U2284,Weightlifting,566,2024-09-02,17.11,91
AL3006,U2797,Weightlifting,419,2024-01-13,2.02,43
AL3007,U2788,Cycling,249,2024-09-12,4.26,49
AL3008,U1050,Weightlifting,91,2024-11-23,10.08,69
AL3009,U1547,Running,433,2024-01-05,8.35,116
AL3010,U531,Weightlifting,535,2024-07-04,14.53,68
AL3011,U2668,Weightlifting,121,2024-01-05,16.55,53
AL3012,U2779,Cycling,621,2024-08-21,5.97,86
AL3013,U1712,Running,220,2024-11-17,1.71,78
AL3014,U435,Cycling,420,2024-05-02,17.91,68
AL3015,U1053,Weightlifting,112,2024-09-29,15.52,105
AL3016,U1415,Weightlifting,630,2024-04-29,18.21,80
AL3017,U724,Cycling,466,2024-01-30,13.03,63
AL3018,U2799,Weightlifting,370,2024-10-12,15.24,46
AL3019,U1909,Running,145,2024-05-11,12.51,111
AL3020,U1042,Running,659,2024-02-19,8.08,78
AL3021,U1797,Running,636,2024-03-30,15.62,22
AL3022,U584,Running,360,2024-05-12,19.8,31
AL3023,U2199,Weightlifting,688,2024-08-05,4.62,100
AL3024,U1203,Cycling,205,2024-05-08,5.86,41
AL3025,U1886,Weightlifting,651,2024-04-09,1.07,83
AL3026,U1984,Running,463,2024-04-17,8.69,91
AL3027,U1401,Cycling,161,2024-03-03,1.34,23
AL3028,U1506,Running,143,2024-07-29,9.19,113
AL3029,U1248,Cycling,377,2024-10-01,13.3,69
AL3030,U2074,Cycling,664,2024-06-22,18.75,62
AL3031,U150,Cycling,374,2024-01-18,16.24,58
AL3032,U971,Weightlifting,433,2024-04-04,14.76,68
AL3033,U1863,Cycling,539,2024-05-18,18.48,99
AL3034,U2815,Weightlifting,101,2024-05-28,6.07,36
AL3035,U1638,Weightlifting,672,2024-08-10,4.19,99
AL3036,U439,Running,208,2024-08-17,13.32,60
AL3037,U992,Weightlifting,778,2024-10-30,18.24,25
AL3038,U936,Weightlifting,466,2024-02-13,2.15,19
AL3039,U1774,Running,772,2024-02-16,17.66,30
AL3040,U931,Running,793,2024-04-13,6.5,97
AL3041,U1046,Cycling,472,2024-11-06,1.42,104
AL3042,U938,Cycling,365,2024-01-16,16.82,70
AL3043,U769,Cycling,336,2024-01-11,10.03,99
AL3044,U1685,Weightlifting,427,2024-10-25,1.09,60
AL3045,U2331,Weightlifting,642,2024-07-29,14.78,103
AL3046,U1338,Weightlifting,441,2024-08-27,3.85,105
AL3047,U1400,Cycling,552,2024-05-19,19.51,36
AL3048,U632,Weightlifting,366,2024-02-04,8.1,16
AL3049,U1288,Cycling,401,2024-01-20,1.99,25
AL3050,U2123,Running,370,2024-02-21,11.56,54
AL3051,U906,Cycling,746,2024-07-10,4.28,110
AL3052,U2864,Running,334,2024-03-03,19.09,65
AL3053,U1846,Cycling,559,2024-08-29,12.86,46
AL3054,U2037,Weightlifting,362,2024-02-05,8.3,98
AL3055,U865,Cycling,154,2024-11-11,13.98,15
AL3056,U2116,Weightlifting,512,2024-04-25,6.55,80
AL3057,U1289,Running,460,2024-01-10,12.7,103
AL3058,U419,Running,458,2024-10-24,12.62,31
AL3059,U2745,Running,273,2024-09-27,17.19,57
AL3060,U947,Weightlifting,340,2024-08-13,10.15,13
AL3061,U556,Weightlifting,94,2024-06-12,19.69,109
AL3062,U264,Cycling,235,2024-02-25,15.55,78
AL3063,U964,Weightlifting,498,2024-09-19,4.85,77
AL3064,U1231,Weightlifting,301,2024-01-23,3.01,40
AL3065,U2090,Running,514,2024-11-12,4.77,104
AL3066,U468,Running,203,2024-05-12,9.74,49
AL3067,U2072,Running,781,2024-05-15,18.82,104
AL3068,U363,Running,511,2024-11-03,19.88,107
AL3069,U916,Weightlifting,99,2024-05-04,14.8,21
AL3070,U2083,Cycling,597,2024-03-28,12.86,57
AL3071,U733,Cycling,723,2024-04-06,7.26,81
AL3072,U1061,Weightlifting,473,2024-11-10,17.26,42
AL3073,U1757,Cycling,126,2024-10-21,15.08,80
AL3074,U65,Weightlifting,142,2024-01-06,8.09,26
AL3075,U410,Cycling,138,2024-01-18,8.85,70
AL3076,U2030,Cycling,438,2024-05-19,5.13,78
AL3077,U1845,Cycling,225,2024-08-18,10.52,59
AL3078,U1275,Cycling,105,2024-09-03,9.05,87
AL3079,U1274,Cycling,407,2024-09-08,8.79,103
AL3080,U1284,Running,417,2024-11-04,6.49,73
AL3081,U1081,Weightlifting,730,2024-09-24,10.59,108
AL3082,U1039,Weightlifting,648,2024-09-27,16.84,109
AL3083,U1983,Cycling,642,2024-10-01,11.87,18
AL3084,U1980,Running,302,2024-10-19,13.04,18
AL3085,U2572,Running,681,2024-03-11,11.74,99
AL3086,U1721,Running,525,2024-10-29,15.71,82
AL3087,U2675,Running,573,2024-05-29,1.9,109
AL3088,U1744,Cycling,713,2024-06-28,10.87,120
AL3089,U1098,Weightlifting,403,2024-02-06,10.52,101
AL3090,U1893,Weightlifting,219,2024-02-25,2.67,58
AL3091,U335,Weightlifting,378,2024-05-05,6.31,111
AL3092,U14,Running,295,2024-05-11,17.58,88
AL3093,U1604,Running,596,2024-10-13,4.82,74
AL3094,U1705,Running,617,2024-11-07,18.08,47
AL3095,U581,Cycling,91,2024-09-01,11.09,39
AL3096,U934,Cycling,532,2024-07-11,9.26,108
AL3097,U1902,Weightlifting,368,2024-04-23,0.58,19
AL3098,U2239,Running,552,2024-05-19,9.61,107
AL3099,U2821,Running,705,2024-06-21,9.88,32
AL3100,U1737,Running,499,2024-04-30,13.82,37
AL3101,U621,Running,62,2024-07-23,11.83,44
AL3102,U200,Cycling,178,2024-01-19,15.56,115
AL3103,U2556,Running,205,2024-05-20,13.26,70
AL3104,U656,Weightlifting,418,2024-11-03,11.95,110
AL3105,U618,Cycling,549,2024-04-26,13.25,10
AL3106,U883,Weightlifting,384,2024-07-27,2.41,108
AL3107,U1696,Running,264,2024-03-31,2.86,19
AL3108,U283,Weightlifting,452,2024-08-24,14.97,28
AL3109,U382,Weightlifting,797,2024-05-14,8.07,32
AL3110,U2484,Running,751,2024-06-19,17.54,19
AL3111,U409,Weightlifting,225,2024-10-13,3.92,90
AL3112,U2498,Running,480,2024-11-07,2.73,70
AL3113,U744,Weightlifting,212,2024-04-19,17.15,29
AL3114,U1888,Running,368,2024-06-01,7.32,117
AL3115,U984,Cycling,249,2024-03-31,12.5,22
AL3116,U2654,Weightlifting,379,2024-04-03,9.13,60
AL3117,U2208,Cycling,524,2024-04-15,3.11,92
AL3118,U2572,Running,50,2024-05-02,8.45,115
AL3119,U2492,Weightlifting,755,2024-08-12,16.54,120
AL3120,U105,Running,220,2024-06-30,2.53,79
AL3121,U548,Running,378,2024-01-31,1,18
AL3122,U1241,Weightlifting,326,2024-03-29,15.5,81
AL3123,U1547,Weightlifting,75,2024-10-06,4.33,13
AL3124,U2366,Cycling,595,2024-06-05,18.15,32
AL3125,U1789,Cycling,510,2024-10-28,6.93,21
AL3126,U949,Weightlifting,312,2024-04-19,6.14,118
AL3127,U2291,Weightlifting,529,2024-06-11,4.4,119
AL3128,U2923,Weightlifting,710,2024-11-09,16.95,57
AL3129,U1938,Cycling,275,2024-04-13,10.64,117
AL3130,U2340,Weightlifting,342,2024-08-03,14.28,51
AL3131,U1317,Weightlifting,543,2024-10-16,6.69,61
AL3132,U2308,Running,350,2024-10-01,12.65,29
AL3133,U2096,Running,247,2024-05-11,10.62,104
AL3134,U564,Weightlifting,333,2024-05-25,14.01,88
AL3135,U2385,Running,375,2024-05-29,7.3,50
AL3136,U2708,Cycling,347,2024-04-27,11.9,83
AL3137,U455,Running,223,2024-04-02,15.12,70
AL3138,U422,Running,208,2024-06-17,13.28,59
AL3139,U1077,Running,431,2024-10-11,2.07,22
AL3140,U1728,Weightlifting,126,2024-03-19,8.48,67
AL3141,U2143,Cycling,707,2024-09-29,3.26,86
AL3142,U1791,Weightlifting,795,2024-01-17,10.29,16
AL3143,U939,Running,734,2024-02-03,6.86,69
AL3144,U2645,Weightlifting,410,2024-09-15,17.22,13
AL3145,U35,Cycling,214,2024-02-29,10.39,19
AL3146,U1681,Running,359,2024-07-02,18.06,108
AL3147,U83,Cycling,588,2024-10-09,0.52,114
AL3148,U1970,Running,461,2024-01-20,1.43,15
AL3149,U456,Running,150,2024-09-04,10.08,79
AL3150,U778,Running,635,2024-05-27,13.55,89
AL3151,U2743,Weightlifting,747,2024-07-04,14.99,97
AL3152,U801,Running,439,2024-10-30,11.25,52
AL3153,U106,Running,286,2024-09-04,13.05,74
AL3154,U1153,Cycling,681,2024-01-08,5.47,109
AL3155,U92,Weightlifting,308,2024-06-30,7.97,117
AL3156,U1220,Weightlifting,232,2024-01-19,9.74,117
AL3157,U1670,Cycling,734,2024-08-15,0.72,116
AL3158,U1278,Running,482,2024-01-02,5.31,14
AL3159,U884,Weightlifting,739,2024-10-17,17.84,73
AL3160,U918,Cycling,560,2024-02-04,15.52,35
AL3161,U959,Weightlifting,519,2024-08-24,13.66,57
AL3162,U2,Cycling,627,2024-01-26,7.4,72
AL3163,U1345,Running,797,2024-05-14,10.59,45
AL3164,U2280,Running,616,2024-09-09,5.33,118
AL3165,U1910,Cycling,579,2024-06-17,8.6,33
AL3166,U2652,Cycling,311,2024-05-17,1.36,100
AL3167,U404,Running,79,2024-03-30,7,109
AL3168,U220,Cycling,263,2024-02-09,4.14,56
AL3169,U1754,Cycling,451,2024-10-12,7.36,44
AL3170,U2343,Running,606,2024-01-14,3.87,40
AL3171,U1673,Cycling,347,2024-04-24,13.57,114
AL3172,U2541,Running,83,2024-08-24,17.32,120
AL3173,U317,Weightlifting,598,2024-04-18,8.75,14
AL3174,U762,Running,129,2024-10-04,6.18,94
AL3175,U2072,Weightlifting,279,2024-02-01,13.4,118
AL3176,U79,Cycling,362,2024-09-16,3.26,26
AL3177,U729,Cycling,247,2024-01-03,10.37,120
AL3178,U1465,Running,578,2024-08-02,6.22,76
AL3179,U1470,Weightlifting,355,2024-05-10,6.47,20
AL3180,U192,Weightlifting,98,2024-02-23,14.27,90
AL3181,U362,Cycling,530,2024-10-19,4.22,106
AL3182,U2519,Cycling,97,2024-04-02,14.89,41
AL3183,U2438,Weightlifting,80,2024-07-15,5.01,120
AL3184,U877,Running,496,2024-06-13,2.52,73
AL3185,U2001,Weightlifting,296,2024-06-16,16.55,91
AL3186,U1307,Weightlifting,654,2024-04-09,3.24,24
AL3187,U228,Running,425,2024-08-12,5.18,114
AL3188,U744,Weightlifting,469,2024-08-29,12.38,94
AL3189,U1086,Cycling,194,2024-02-28,17.2,102
AL3190,U1961,Cycling,794,2024-05-21,16.6,18
AL3191,U1271,Weightlifting,73,2024-01-10,2.09,69
AL3192,U39,Weightlifting,125,2024-03-27,12,84
AL3193,U2872,Running,484,2024-03-30,11.46,89
AL3194,U1808,Weightlifting,257,2024-02-03,4.03,50
AL3195,U23,Running,568,2024-08-31,12.18,112
AL3196,U196,Running,407,2024-09-13,7.36,23
AL3197,U313,Running,149,2024-09-05,3.74,99
AL3198,U790,Cycling,609,2024-06-11,18.22,10
AL3199,U2855,Cycling,145,2024-05-31,11.84,109
AL3200,U2016,Cycling,645,2024-04-12,6.96,98
AL3201,U1236,Weightlifting,636,2024-07-22,18.37,36
AL3202,U859,Cycling,749,2024-08-17,13.13,47
AL3203,U1828,Weightlifting,604,2024-05-04,6.88,11
AL3204,U2271,Cycling,606,2024-03-08,14.17,93
AL3205,U488,Weightlifting,179,2024-11-10,3.42,62
AL3206,U2006,Cycling,690,2024-11-25,5.93,110
AL3207,U986,Cycling,257,2024-08-03,8.7,57
AL3208,U1036,Weightlifting,349,2024-04-23,10.13,85
AL3209,U1312,Cycling,571,2024-06-11,10.43,61
AL3210,U794,Cycling,495,2024-10-10,17.73,77
AL3211,U2834,Cycling,658,2024-03-07,18.91,75
AL3212,U729,Cycling,210,2024-05-23,6.34,49
AL3213,U469,Weightlifting,368,2024-08-05,1.56,85
AL3214,U2399,Weightlifting,556,2024-05-03,19.39,55
AL3215,U399,Weightlifting,406,2024-10-04,11.15,53
AL3216,U2802,Cycling,531,2024-02-13,19.3,32
AL3217,U402,Cycling,73,2024-07-12,15.33,32
AL3218,U1272,Cycling,504,2024-09-02,4.94,57
AL3219,U1022,Running,125,2024-04-19,2.3,39
AL3220,U377,Cycling,668,2024-07-18,11.89,101
AL3221,U2052,Weightlifting,484,2024-01-19,8.76,67
AL3222,U862,Running,546,2024-10-19,9.1,78
AL3223,U636,Weightlifting,741,2024-09-13,18.22,115
AL3224,U794,Weightlifting,528,2024-04-03,14.84,91
AL3225,U2689,Cycling,625,2024-10-22,12.73,81
AL3226,U98,Running,268,2024-10-19,2.6,18
AL3227,U2290,Weightlifting,133,2024-10-05,15.44,97
AL3228,U1237,Cycling,756,2024-05-19,18.21,110
AL3229,U533,Running,119,2024-01-11,17.84,72
AL3230,U1198,Cycling,164,2024-10-12,3.11,78
AL3231,U2265,Running,446,2024-11-11,11.95,65
AL3232,U409,Running,60,2024-11-04,4.61,74
AL3233,U2853,Running,175,2024-02-21,5.3,111
AL3234,U1177,Running,573,2024-09-20,4.7,72
AL3235,U2545,Running,68,2024-01-16,4,79
AL3236,U2486,Weightlifting,385,2024-02-29,19.2,36
AL3237,U23,Running,664,2024-02-07,6.77,25
AL3238,U551,Running,486,2024-04-21,10.22,53
AL3239,U546,Running,211,2024-09-03,14.87,50
AL3240,U2743,Cycling,426,2024-10-28,12.1,117
AL3241,U736,Weightlifting,445,2024-05-20,2.86,39
AL3242,U866,Cycling,326,2024-09-21,14.58,67
AL3243,U1094,Weightlifting,363,2024-08-25,16.71,66
AL3244,U9,Cycling,577,2024-10-31,15.31,116
AL3245,U1553,Weightlifting,699,2024-07-23,15.65,35
AL3246,U1110,Weightlifting,60,2024-10-24,16.42,49
AL3247,U282,Weightlifting,500,2024-01-14,3.18,49
AL3248,U2854,Running,404,2024-08-28,4.95,26
AL3249,U685,Running,314,2024-01-11,14.92,79
AL3250,U2896,Cycling,467,2024-01-26,18.98,79
AL3251,U2135,Running,225,2024-05-07,3.43,86
AL3252,U1766,Weightlifting,426,2024-08-29,2.11,90
AL3253,U1662,Cycling,788,2024-11-04,0.77,88
AL3254,U2805,Cycling,253,2024-10-20,4.98,110
AL3255,U1806,Weightlifting,711,2024-06-17,1,54
AL3256,U2999,Cycling,355,2024-10-02,16.35,119
AL3257,U531,Cycling,196,2024-11-03,0.89,80
AL3258,U371,Weightlifting,542,2024-04-21,5.49,11
AL3259,U1362,Running,610,2024-05-25,7.69,13
AL3260,U1080,Weightlifting,96,2024-07-10,3.78,13
AL3261,U2683,Running,137,2024-09-16,15.75,22
AL3262,U2282,Cycling,148,2024-10-01,13.03,24
AL3263,U90,Weightlifting,52,2024-07-04,1.4,58
AL3264,U43,Running,454,2024-08-01,8.11,38
AL3265,U704,Cycling,75,2024-08-02,3.45,45
AL3266,U2096,Weightlifting,557,2024-03-02,5.48,48
AL3267,U2025,Weightlifting,160,2024-05-05,13.37,118
AL3268,U2120,Cycling,386,2024-07-15,1.13,94
AL3269,U859,Cycling,491,2024-08-21,12.5,110
AL3270,U1749,Weightlifting,329,2024-06-17,16.2,112
AL3271,U2073,Running,413,2024-04-10,7.21,30
AL3272,U1615,Weightlifting,757,2024-10-20,2.82,65
AL3273,U498,Cycling,608,2024-04-06,13.48,84
AL3274,U2163,Weightlifting,54,2024-02-29,5.6,78
AL3275,U1396,Weightlifting,231,2024-02-02,13.31,100
AL3276,U2392,Weightlifting,134,2024-01-14,15.55,15
AL3277,U2332,Running,362,2024-01-31,19.72,28
AL3278,U2298,Cycling,758,2024-05-12,6.44,82
AL3279,U2582,Running,617,2024-03-15,2.66,104
AL3280,U782,Weightlifting,800,2024-07-20,6.85,73
AL3281,U2905,Cycling,484,2024-03-31,10.45,74
AL3282,U832,Running,618,2024-03-12,12.51,52
AL3283,U176,Cycling,793,2024-08-03,15.97,10
AL3284,U327,Running,328,2024-01-20,3.59,116
AL3285,U2734,Cycling,281,2024-05-18,3.32,114
AL3286,U295,Running,665,2024-07-19,19.28,24
AL3287,U1973,Weightlifting,130,2024-05-30,5.88,34
AL3288,U2972,Running,319,2024-03-02,9.14,118
AL3289,U232,Cycling,713,2024-09-23,14.13,48
AL3290,U1504,Running,428,2024-07-11,15.66,30
AL3291,U2402,Running,799,2024-01-11,14.26,105
AL3292,U2406,Weightlifting,582,2024-03-25,2.19,23
AL3293,U2106,Running,545,2024-06-02,10.61,113
AL3294,U2142,Cycling,359,2024-08-29,18.27,47
AL3295,U1772,Weightlifting,554,2024-07-17,14.52,24
AL3296,U2755,Running,690,2024-09-15,16.79,47
AL3297,U2174,Cycling,164,2024-11-23,12.81,41
AL3298,U689,Cycling,566,2024-02-15,19.21,48
AL3299,U2987,Weightlifting,61,2024-01-15,13.61,45
AL3300,U1207,Cycling,320,2024-11-07,10.24,106
AL3301,U2061,Weightlifting,212,2024-06-13,14.75,97
AL3302,U577,Cycling,554,2024-01-09,12.78,65
AL3303,U1021,Running,483,2024-02-25,14.15,83
AL3304,U2929,Running,632,2024-09-08,12.27,43
AL3305,U265,Weightlifting,735,2024-08-12,4.77,103
AL3306,U484,Cycling,385,2024-09-06,16.79,37
AL3307,U370,Weightlifting,502,2024-02-17,9.75,14
AL3308,U716,Cycling,102,2024-02-04,0.78,86
AL3309,U2670,Cycling,246,2024-06-18,9.49,22
AL3310,U1895,Weightlifting,422,2024-02-05,18.73,18
AL3311,U368,Cycling,84,2024-07-17,6.86,89
AL3312,U1689,Running,668,2024-03-09,5.1,102
AL3313,U1353,Weightlifting,647,2024-09-30,12.68,116
AL3314,U2358,Cycling,724,2024-02-17,6.51,29
AL3315,U1827,Weightlifting,767,2024-03-21,12.67,63
AL3316,U2784,Running,724,2024-01-29,15.7,41
AL3317,U2609,Running,76,2024-07-27,16.36,84
AL3318,U1181,Cycling,407,2024-09-05,17.29,25
AL3319,U834,Cycling,755,2024-04-04,11.72,92
AL3320,U947,Running,52,2024-09-25,15.79,107
AL3321,U1284,Weightlifting,524,2024-02-03,15.82,76
AL3322,U662,Running,181,2024-09-23,8.96,42
AL3323,U191,Running,124,2024-02-29,7.01,96
AL3324,U2870,Weightlifting,475,2024-05-29,0.93,80
AL3325,U321,Cycling,453,2024-01-31,17.74,30
AL3326,U975,Running,623,2024-09-17,17.73,106
AL3327,U795,Running,271,2024-10-12,11.83,79
AL3328,U1784,Running,676,2024-04-13,3.4,47
AL3329,U2896,Cycling,197,2024-11-04,7.99,74
AL3330,U2703,Cycling,634,2024-08-13,7.38,58
AL3331,U1739,Weightlifting,715,2024-02-09,5.06,53
AL3332,U422,Running,723,2024-09-10,10.64,93
AL3333,U167,Weightlifting,608,2024-07-17,17.49,48
AL3334,U1860,Weightlifting,595,2024-01-18,19.85,82
AL3335,U1481,Running,651,2024-06-17,5.57,20
AL3336,U1902,Cycling,270,2024-06-05,10.24,14
AL3337,U2875,Cycling,75,2024-10-15,5.04,21
AL3338,U2364,Cycling,163,2024-04-18,5.08,106
AL3339,U2640,Cycling,789,2024-05-28,2.79,45
AL3340,U25,Running,313,2024-01-12,5.56,17
AL3341,U1770,Cycling,379,2024-05-15,11.68,74
AL3342,U1239,Weightlifting,288,2024-02-19,9.47,114
AL3343,U1720,Weightlifting,415,2024-01-29,12.97,49
AL3344,U2570,Running,632,2024-08-26,11.69,37
AL3345,U11,Weightlifting,531,2024-03-07,0.98,73
AL3346,U2550,Cycling,602,2024-04-25,15.29,120
AL3347,U2284,Cycling,121,2024-02-08,14.46,54
AL3348,U1496,Running,783,2024-01-31,9.41,74
AL3349,U454,Running,119,2024-09-30,19.38,10
AL3350,U1794,Running,418,2024-07-20,2.24,69
AL3351,U2642,Running,704,2024-10-12,12.66,53
AL3352,U1106,Running,758,2024-03-27,6.49,50
AL3353,U2245,Cycling,562,2024-09-05,19.34,63
AL3354,U2406,Weightlifting,166,2024-02-17,1.8,87
AL3355,U2062,Cycling,414,2024-03-27,8.3,87
AL3356,U215,Running,197,2024-03-11,13.01,105
AL3357,U854,Cycling,403,2024-06-21,16.78,72
